Nom du cours,Classification,Terme,Explication
"Hamlet, Shakespeare",Œuvre,"Hamlet, Prince de Danemark","Tragédie de William Shakespeare publiée vers 1603, considérée comme l'un des sommets de la littérature mondiale pour sa profondeur psychologique."
"Hamlet, Shakespeare",Lieu,Wittenberg,"Ville allemande célèbre pour son université où Hamlet est censé avoir étudié, lieu hautement symbolique car berceau de la Réforme protestante."
"Hamlet, Shakespeare",Concept,loi du talion,"Principe de justice punitive consistant à infliger au coupable le même dommage qu'il a causé (œil pour œil, dent pour dent)."
"Hamlet, Shakespeare",Concept,complexe d'Oedipe,"Concept psychanalytique théorisé par Freud, souvent appliqué à Hamlet pour expliquer son rapport trouble à Gertrude et son hésitation à tuer Claudius."
"Les Fleurs du Mal, Baudelaire",Mouvement,Romantisme,"Mouvement littéraire et artistique du début du XIXe siècle privilégiant l'expression des sentiments, le lyrisme et le rapport à la nature, dont Baudelaire s'est détaché par son refus de l'idéalisation."
"Les Fleurs du Mal, Baudelaire",Œuvre,Madame Bovary,"Roman de Gustave Flaubert publié en 1857, célèbre pour son réalisme et ayant subi, comme Les Fleurs du Mal, un procès pour immoralité la même année."
"Les Fleurs du Mal, Baudelaire",Concept,Modernité,"Concept baudelairien consistant à trouver le beau et l'éternel au sein de l'éphémère et de la vie urbaine contemporaine, plutôt que dans les modèles antiques."
"Les Fleurs du Mal, Baudelaire",Personnage,Baron Haussmann,"Préfet de la Seine sous Napoléon III, responsable des grands travaux de transformation de Paris qui ont inspiré les 'Tableaux parisiens' de Baudelaire."
"Les Fleurs du Mal, Baudelaire",Concept,Poème en prose,"Forme poétique sans rimes ni vers mesurés, dont Baudelaire fut le pionnier avec 'Le Spleen de Paris', cherchant une prose musicale adaptée aux chocs de la vie urbaine."
"Les Fleurs du Mal, Baudelaire",Œuvre,Le Spleen de Paris,Recueil posthume de petits poèmes en prose où Baudelaire poursuit son exploration de la modernité et de l'errance urbaine.
La Renaissance italienne,Concept,Mécénat,"Soutien financier et politique apporté par un personnage puissant (le mécène) à des artistes ou des écrivains, souvent en échange de la production d'œuvres à sa gloire."
La Renaissance italienne,Personnage,Pic de la Mirandole,"Philosophe humaniste italien, auteur du 'Discours sur la dignité de l'homme', texte fondateur qui place la liberté humaine au cœur de la création."
La Renaissance italienne,Autre,Tempera,"Technique de peinture médiévale utilisant le jaune d'œuf pour lier les pigments, remplacée durant la Renaissance par la peinture à l'huile, plus souple et lumineuse."
La naissance de l'impressionnisme,Concept,avant-garde,Mouvement artistique ou intellectuel qui rompt avec les conventions du passé pour explorer de nouvelles voies esthétiques.
La naissance de l'impressionnisme,Personnage,Michel-Eugène Chevreul,Chimiste français dont la 'Loi du contraste simultané des couleurs' (1839) a théoriquement fondé l'usage des couleurs complémentaires par les impressionnistes.
La naissance de l'impressionnisme,Lieu,Café Guerbois,"Célèbre établissement parisien où l'avant-garde (Manet, Monet, Renoir, Zola) se réunissait pour débattre de la peinture moderne."
La naissance de l'impressionnisme,Personnage,Paul Durand-Ruel,"Marchand d'art audacieux qui a soutenu financièrement les impressionnistes et a permis leur succès international, notamment aux États-Unis."
La naissance de l'impressionnisme,Mouvement,estampes japonaises,"Gravures sur bois (Ukiyo-e) arrivées en Europe au XIXe siècle, dont les cadrages asymétriques et les aplats de couleurs ont fasciné Degas et Monet."
La naissance de l'impressionnisme,Mouvement,néo-impressionnisme,"Mouvement succédant à l'impressionnisme, mené par Georges Seurat, appliquant scientifiquement la décomposition de la couleur sous forme de points."
Le Caravage et le clair-obscur,Personnage,Michelangelo Merisi,"Nom de naissance du Caravage, qu'il délaisse au profit du nom de son village d'origine pour éviter la confusion avec Michel-Ange (Buonarroti)."
Le Caravage et le clair-obscur,Lieu,Porto Ercole,"Ville côtière de Toscane où Le Caravage meurt de maladie et d'épuisement en 1610, alors qu'il tentait de regagner Rome pour obtenir sa grâce."
Le Caravage et le clair-obscur,Mouvement,Contre-Réforme,"Mouvement de l'Église catholique visant à raffermir la foi et à répondre à la Réforme protestante, utilisant notamment l'art comme outil de persuasion et d'émotion."
Le Caravage et le clair-obscur,Mouvement,Maniérisme,"Style artistique de la fin de la Renaissance caractérisé par des formes allongées, des compositions complexes et un rejet volontaire du naturalisme au profit de l'artifice."
Rembrandt et l'école flamande,Concept,clair-obscur,Technique picturale jouant sur des contrastes violents entre zones lumineuses et zones d'ombre pour créer du volume et de la profondeur dramatique.
Rembrandt et l'école flamande,Évènement,faillite personnelle,"En 1656, suite à des dettes massives liées à son train de vie et ses collections, Rembrandt est déclaré insolvable, perdant tous ses biens matériels."
Rembrandt et l'école flamande,Lieu,Kloveniersdoelen,"Siège des arquebusiers d'Amsterdam, où étaient originellement exposés les grands portraits de groupe des milices bourgeoises."
Rembrandt et l'école flamande,Personnage,Vermeer,"Peintre hollandais contemporain de Rembrandt, célèbre pour ses scènes d'intérieur calmes et son usage magistral de la lumière naturelle."
"Le romantisme en peinture (Delacroix, Géricault)",Mouvement,néoclassicisme,"Style dominant en France de la Révolution jusqu'aux années 1820 : clarté, sujets nobles de l'Antiquité, primauté du dessin sur la couleur. La Révolution et Napoléon en firent leur style officiel."
"Le romantisme en peinture (Delacroix, Géricault)",Personnage,Shakespeare,Dramaturge anglais (1564-1616) dont les œuvres tragiques et passionnées furent une source d'inspiration majeure pour les peintres romantiques.
"Le romantisme en peinture (Delacroix, Géricault)",Personnage,Byron,"Lord Byron (1788-1824), poète britannique incarnant le héros romantique tourmenté et engagé, mort lors de la guerre d'indépendance grecque."
"Le romantisme en peinture (Delacroix, Géricault)",Concept,abolitionniste,"Courant de pensée visant à l'abolition de l'esclavage, une cause soutenue par Géricault dans ses portraits d'hommes noirs."
"Le romantisme en peinture (Delacroix, Géricault)",Évènement,Trois Glorieuses,"Révolution parisienne des 27, 28 et 29 juillet 1830 qui renversa le roi Charles X au profit de Louis-Philippe Ier."
"Le romantisme en peinture (Delacroix, Géricault)",Mouvement,orientalisme,"Courant artistique du XIXe siècle fasciné par les cultures du Maghreb et du Proche-Orient, souvent fantasmées ou découvertes lors d'expéditions."
Le cubisme : Picasso et Braque,Date,Quattrocento,"Désigne le XVe siècle italien, période marquée par l'invention de la perspective linéaire et le renouveau des arts."
Le cubisme : Picasso et Braque,Concept,passages,Technique picturale initiée par Cézanne consistant à faire glisser les plans les uns dans les autres pour briser la continuité des volumes.
Le cubisme : Picasso et Braque,Concept,arts africains et océaniens,"Ensemble d'œuvres rituelles (masques, sculptures) dont la structure géométrique et symbolique a inspiré Picasso pour sortir du réalisme européen."
Le cubisme : Picasso et Braque,Lieu,Trocadéro,Ancien musée d'ethnographie parisien où les artistes avant-gardistes découvrirent les arts non-occidentaux au début du XXe siècle.
Le cubisme : Picasso et Braque,Personnage,Apollinaire,"Poète et critique d'art français (1880-1918), défenseur infatigable du cubisme et auteur de 'Les Peintres cubistes'."
Le cubisme : Picasso et Braque,Mouvement,Groupe de Puteaux,"Collectif d'artistes cubistes (Duchamp, Léger, Delaunay) qui privilégiaient une approche plus théorique et colorée que celle de Picasso."
Le cubisme : Picasso et Braque,Concept,design graphique,Discipline qui utilise l'image et la typographie pour communiquer ; elle a hérité du cubisme la déconstruction de la mise en page.
Le surréalisme : Dalí et Magritte,Concept,Cadavre exquis,"Jeu collectif inventé par les surréalistes consistant à composer une phrase ou un dessin par plusieurs personnes, sans qu'aucune d'elles puisse tenir compte de la collaboration ou des collaborations précédentes."
Le surréalisme : Dalí et Magritte,Mouvement,Réalisme magique,"Style pictural ou littéraire qui intègre des éléments merveilleux ou irrationnels dans un cadre réaliste, créant un sentiment d'étrangeté sans basculer dans le fantastique pur."
L'expressionnisme : Munch et Le Cri,Concept,désenchantement,Processus de rupture avec les croyances traditionnelles et le sentiment de perte de sens face à la rationalisation et à la modernisation de la société.
L'expressionnisme : Munch et Le Cri,Concept,subjectivité,"Caractère de ce qui appartient au sujet par opposition à l'objet. Dans l'art, privilégier la perception personnelle et émotionnelle sur l'observation factuelle."
L'expressionnisme : Munch et Le Cri,Concept,néant,"Absence de sens ou de fondement de l'existence, thème central de la philosophie existentialiste qui trouve un écho visuel dans l'œuvre de Munch."
L'expressionnisme : Munch et Le Cri,Lieu,Ekeberg,Colline surplombant Oslo où Munch se promenait lorsqu'il a eu l'épiphanie visuelle qui a inspiré « Le Cri ».
L'expressionnisme : Munch et Le Cri,Institution,Galerie nationale d'Oslo,Musée norvégien conservant la version la plus célèbre (1893) du tableau « Le Cri ».
L'expressionnisme : Munch et Le Cri,Mouvement,surréalisme,"Mouvement artistique explorant les mécanismes de l'inconscient et du rêve, en partie influencé par la liberté d'expression de l'expressionnisme."
L'art abstrait : Kandinsky et Mondrian,Concept,mimésis,Terme grec désignant l'imitation de la nature ou du monde réel dans l'art. L'abstraction est la première rupture totale avec ce principe vieux de plusieurs millénaires.
L'art abstrait : Kandinsky et Mondrian,Autre,décantation,Processus métaphorique par lequel un artiste comme Mondrian épure progressivement sa vision du réel pour n'en garder que les lignes de force essentielles.
L'art abstrait : Kandinsky et Mondrian,Mouvement,abstraction lyrique,"Tendance de l'art abstrait, initiée par Kandinsky, qui privilégie l'expression directe des émotions et de l'intériorité à travers des formes organiques et des jeux de couleurs libres."
L'art abstrait : Kandinsky et Mondrian,Personnage,Walter Gropius,"Architecte allemand (1883-1969), fondateur du Bauhaus. Il prônait une architecture rationaliste et le mariage entre l'artisanat et les méthodes industrielles."
Le Pop Art : Warhol et Lichtenstein,Mouvement,Independent Group,"Collectif d'artistes, architectes et critiques britanniques formé en 1952 à Londres, considéré comme le précurseur du Pop Art par son intérêt pour la culture populaire américaine."
Le Pop Art : Warhol et Lichtenstein,Concept,Sérigraphie,"Technique d'imprimerie utilisant un écran de soie comme pochoir. Andy Warhol l'a utilisée pour produire des œuvres d'art en série, remettant en cause l'aspect unique de la peinture."
Le Pop Art : Warhol et Lichtenstein,Concept,Ben-Day,"Procédé d'impression industriel créé par Benjamin Day en 1879, consistant en de petits points colorés. Lichtenstein les reproduisit à la main pour imiter l'esthétique de la bande dessinée."
La naissance de la musique électronique,Autre,charts,Classements hebdomadaires des meilleures ventes ou écoutes de disques.
La naissance de la musique électronique,Concept,sampling,Processus de prélèvement d'un extrait sonore (échantillon) pour le réintégrer dans une nouvelle composition.
La naissance de la musique électronique,Concept,logiciels de MAO,"Musique Assistée par Ordinateur. Ensemble d'outils numériques permettant de composer, enregistrer et mixer de la musique sur un ordinateur."
Bob Dylan et la folk protest,Mouvement,Beat Generation,"Mouvement littéraire et artistique né dans les années 1950 (Kerouac, Ginsberg) prônant la libération sexuelle, la quête spirituelle et une écriture spontanée. Il a fortement influencé l'écriture de Dylan."
Bob Dylan et la folk protest,Institution,Columbia Records,"L'un des plus anciens et des plus puissants labels discographiques américains, qui a signé Bob Dylan en 1961."
Bob Dylan et la folk protest,Autre,Fender Stratocaster,Modèle de guitare électrique emblématique. Celle utilisée par Dylan à Newport en 1965 est devenue l'un des instruments les plus célèbres de l'histoire du rock.
Le hip-hop : naissance d'une culture,Lieu,Cross-Bronx Expressway,"Autoroute majeure traversant le Bronx, dont la construction entre 1948 et 1972 a physiquement et socialement déstructuré le quartier."
