Nom du cours,Classification,Terme,Explication
"Les Misérables, Victor Hugo",Figure,Inspector Javert,"The incorruptible police officer who pursues Jean Valjean. He personifies the strict and blind Law, incapable of conceiving of forgiveness or the moral evolution of a criminal."
"Candide, Voltaire",Concept,Leibnizian optimism,"The philosophy according to which God created the best of all possible worlds and that apparent evil serves a higher good. Voltaire wrote Candide in response, notably to the Lisbon earthquake (1755) which killed 60,000 people in a few minutes."
"The Stranger, Camus",Concept,The Absurd in Camus,A feeling born from the clash between the human desire for meaning and the silence of the universe. Camus does not see the absurd as a cosmic truth but as a lived experience - the response is not suicide but lucid and conscious rebellion.
"The Stranger, Camus",Historical reference,Colonial Algeria as context,The Stranger takes place in 1940s French Algeria. The Arab that Meursault kills remains nameless in the novel - a major postcolonial critique: the novel is said to reproduce the invisibility of Arabs in French colonial literature.
"Le Père Goriot, Balzac",Concept,The Human Comedy,A project of 90 interconnected novels and short stories describing the totality of French society. Figures return from one novel to another - an innovation that was unprecedented at the time. Rastignac appears in about twenty works within the cycle.
"Les Fleurs du Mal, Baudelaire",Concept,Symbolism and Baudelaire's legacy,"Baudelaire is the father of symbolism: he sought not to describe reality but to suggest secret correspondences between sensations, emotions, and ideas. Verlaine, Rimbaud, and Mallarmé, and later the entire Poetics of the 20th century, claim his influence."
"Animal Farm, George Orwell",Concept,Allegory of the Russian Revolution,"Old Major = Marx/Lenin, Napoleon = Stalin, Snowball = Trotsky, Squealer = propaganda. The progressively modified commandments illustrate the betrayal of revolutionary ideals by the bureaucracy in power."
"Hamlet, Shakespeare",Concept,Elizabethan revenge and honor,Revenge is a central theme of Elizabethan theater. A man of honor had to avenge an offense to his family - but this duty conflicted with the Law and Christian morality. This paradox fuels Hamlet's fundamental hesitation.
"Romeo and Juliet, Shakespeare",Concept,Medieval courtly love,A literary tradition glorifying the secret and suffering love of a knight for a lady (often married). Romeo begins the play in this stereotypical role (in love with Rosaline) before his love for Juliet becomes real and tragic.
"Romeo and Juliet, Shakespeare",Concept,Cynicism,"Here, an attitude that consists of mocking ideal values and feelings through a critical spirit or disillusionment, as Mercutio does."
"Brave New World, Aldous Huxley",Concept,Fordism and Taylorism,Industrial organization methods that rationalized production through extreme division of labor and the assembly line. Huxley applies them to human reproduction and conditioning - Ford is the deity of the novel.
"Frankenstein, Mary Shelley",Related event,Year Without a Summer (1816),"The 1815 eruption of Mount Tambora ejected ash that darkened the global atmosphere, causing a freezing summer in Europe in 1816. It was in this apocalyptic context that Mary Shelley (18 years old) wrote Frankenstein during a stay on the shores of Lake Geneva."
"Don Quixote, Cervantes",Concept,Metafiction and narrative reflexivity,"Don Quixote is one of the first novels to comment on itself: in the second part (1615), the figures have read the first part (1605) and discuss it. This play with the reality of the novel anticipates literary postmodernism by several centuries."
"Don Quixote, Cervantes",Related event,Battle of Lepanto (1571) and Cervantes' captivity,"Cervantes fought at Lepanto and was wounded (losing the use of his left hand). Captured by pirates in 1575, he was an enslaved person in Algiers for five years. These experiences forged the writer and nourished the humor and depth of the novel."
"The Grapes of Wrath, Steinbeck",Concept,Providence,"A superior force that guides human events toward a determined end, often identified here with divine will."
"The Grapes of Wrath, Steinbeck",Figure,Graeae,"Three divine sisters born old, sharing only one eye and one tooth between them, guardians of the path to the Gorgons."
"The Grapes of Wrath, Steinbeck",Figure,Nereids,"Sea nymphs, daughters of Nereus, offended by the vanity of Queen Cassiopeia."
"The Grapes of Wrath, Steinbeck",Figure,Fates,"Divinities in charge of human destiny, represented as spinners (the Roman equivalent of the Moirai)."
"Fahrenheit 451, Bradbury",Concept,entertainment society and fragmented attention,"Bradbury anticipated self-censorship through entertainment: people so saturated with fast-paced media that they no longer have the desire to read. The ""parlors"" (wall-screens) in the novel anticipate television and then smartphones."
"Fahrenheit 451, Bradbury",Concept,providence,"A superior force that guides human events toward a specific end, often identified here with divine will."
"The Metamorphosis, Kafka",Work,Metamorphosis (The),A major work of world Literature (1915) recounting the sudden transformation of Gregor Samsa into an insect.
"The Master and Margarita, Bulgakov",Figure,Graeae,"Three divine sisters born old, possessing only one eye and one tooth for the three of them, guardians of the path to the Gorgons."
"The Master and Margarita, Bulgakov",Figure,Nereids,"Sea nymphs, daughters of Nereus, offended by the vanity of Queen Cassiopeia."
"The Master and Margarita, Bulgakov",Concept,Providence,"A superior force that guides human events toward a specific end, often identified here with divine will."
"The Master and Margarita, Bulgakov",Figure,Fates,"Deities in charge of human destiny, represented as spinners (Roman equivalent of the Moirai)."
"Moby Dick, Melville",Concept,Providence,"A superior force that guides human events toward a specific end, often identified here with divine will."
"The Alchemist, Paulo Coelho",Work,Alchemist (The),"Novel by Paulo Coelho published in 1988, telling the initiatory quest of a shepherd named Santiago."
