Nom du cours,Classification,Terme,Explication
"Guernica, Picasso",Periode,Kalter Krieg,"Periode globaler geopolitischer Spannungen (1947–1991), in der Guernica über den spanischen Konflikt hinaus zu einem Symbol des Kampfes gegen Unterdrückung wurde."
"Guernica, Picasso",Institution,UNO,"Organisation der Vereinten Nationen, wo eine Reproduktion des Gemäldes die Führer der Welt an den Horror bewaffneter Konflikte erinnert."
"Die Freiheit führt das Volk, Delacroix",Bewegung,Romantik,"Künstlerische Bewegung des 19. Jahrhunderts, die den Ausdruck von Gefühlen, die Vorstellungskraft und die Dynamik auf Kosten der klassischen Strenge bevorzugt. Delacroix ist ihr Hauptvertreter in der Malerei."
"Die Freiheit führt das Volk, Delacroix",Andere,Restauration,"Periode der Geschichte Frankreichs (1814-1830), die durch die Rückkehr der Bourbonen-Dynastie (Ludwig XVIII., dann Karl X.) nach dem Sturz Napoleons geprägt war."
"Die Freiheit führt das Volk, Delacroix",Personage,Gavroche,"Kindliche und heroische Person aus Victor Hugos „Die Elenden“, inspiriert durch den Jungen mit den Pistolen von Delacroix."
"Die Erschaffung Adams, Michelangelo",Datum,Cinquecento,"Italienischer Begriff für das 16. Jahrhundert, Höhepunkt der italienischen Renaissance, geprägt von Künstlern wie Michelangelo, Raffael und Leonardo da Vinci."
"Die Erschaffung Adams, Michelangelo",Bewegung,sculpteur_florentin,"Künstlerische Identität von Michelangelo, ausgebildet in Florenz nach einer Tradition, die Volumen, Linie und physische Kraft gegenüber der reinen Farbe bevorzugt."
"Die Erschaffung Adams, Michelangelo",Personage,Bramante,"Architekt und Rivale von Michelangelo; er soll dem Papst vorgeschlagen haben, letzterem das Gewölbe anzuvertrauen, um ihn in eine schwierige Technik zu bringen."
"Die Erschaffung Adams, Michelangelo",Konzept,mollezza,"Italienisches ästhetisches Konzept, das die Weichheit oder die Fluidität eines Körpers bezeichnet; hier verwendet, um den Mangel an Lebensenergie Adams vor dem göttlichen Eingreifen zu betonen."
"Die Erschaffung Adams, Michelangelo",Konzept,dissection_anatomique,"Wissenschaftliche Praxis, die darin besteht, Leichen zu öffnen, um Muskeln und Organe zu studieren; sie war wesentlich für den Realismus der Körper bei Michelangelo."
"Die Erschaffung Adams, Michelangelo",Bewegung,manière_moderne,"Phase der Malerei der Renaissance, die sich durch eine perfekte Beherrschung der Anatomie und der Perspektive auszeichnet, kombiniert mit einer beispiellosen dramatischen Kraft."
"Impression, Sonnenaufgang, Monet",Personage,Nadar,"Berühmter Fotograf, der sein Atelier für die erste unabhängige Ausstellung der Impressionisten im Jahr 1874 zur Verfügung stellte."
"Impression, Sonnenaufgang, Monet",Konzept,plein air,"Malerische Praxis, bei der man außerhalb des Ateliers direkt vor dem Motiv malt, was durch die Erfindung der geschmeidigen Farbtuben erleichtert wurde."
"Nighthawks, Hopper",Personage,Robert Henri,"Amerikanischer Maler und Anführer der Ashcan School, der Hoppers Lehrer war und ihn dazu ermutigte, das reale und rohe Stadtleben zu malen."
"Nighthawks, Hopper",Ereignis,Pearl Harbor,"Überraschungsangriff am 7. Dezember 1941 durch die japanischen Streitkräfte, der zum Eintritt der USA in den Zweiten Weltkrieg führte und in dem Moment, als Hopper seine Leinwand malte, ein Klima nationaler Angst schuf."
"Nighthawks, Hopper",Personage,Ridley Scott,"Britischer Regisseur, der 'Nighthawks' explizit als wichtigen visuellen Einfluss nannte, um die nächtliche und verregnete Atmosphäre des Films Blade Runner zu rekonstruieren."
"Nighthawks, Hopper",Personage,Wim Wenders,"Deutscher Filmemacher, der von Hopper fasziniert ist; er inszenierte ein lebendes Bild (Tableau vivant) von 'Nighthawks' in seinem Film 'The End of Violence'."
"Les Demoiselles d’Avignon, Picasso",Konzept,Mimesis,"Ästhetisches Konzept aus der griechischen Philosophie (Aristoteles), das die Nachahmung der Natur durch den Künstler bezeichnet."
"Les Demoiselles d’Avignon, Picasso",Bewegung,analytischer Kubismus,"Erste Phase des Kubismus (1908-1912), die darauf abzielt, Objekte in einfache geometrische Formen zu zerlegen und sie aus mehreren gleichzeitigen Blickwinkeln darzustellen."
"Les Demoiselles d’Avignon, Picasso",Konzept,Arts Premiers,"Historisch verwendeter Begriff für die künstlerischen Produktionen traditioneller Gesellschaften aus Afrika, Ozeanien und Amerika, aus denen Picasso seine Ausdruckskraft schöpfte."
"Les Demoiselles d’Avignon, Picasso",Bewegung,Kubismus,"Revolutionäre Kunstrichtung, die von Picasso und Braque begründet wurde und durch die Dekonstruktion von Formen und die Ablehnung der klassischen Perspektive gekennzeichnet ist."
"Die Beständigkeit der Erinnerung, Dalí",Bewegung,Surrealismus,"Kunst- und Literaturströmung des 20. Jahrhunderts, die versucht, das Unbewusste und den Traum von der Kontrolle der Vernunft zu befreien."
"Die Beständigkeit der Erinnerung, Dalí",Konzept,paranoisch-kritische Methode,"Von Dalí erfundene Technik, die darin besteht, eigene Obsessionen und Wahnvorstellungen zu nutzen, um Bilder mit multiplen Bedeutungen zu erschaffen."
"Die Beständigkeit der Erinnerung, Dalí",Konzept,Relativitätstheorie,"Physikalische Theorie von Albert Einstein, die postuliert, dass Zeit und Raum miteinander verbunden sind und sich je nach Geschwindigkeit und Gravitation verformen können."
"Die Beständigkeit der Erinnerung, Dalí",Konzept,Populärkultur,"Gesamtheit der kulturellen Praktiken und Objekte, die weit verbreitet sind und von der Mehrheit einer Gesellschaft geteilt werden."
"Die Beständigkeit der Erinnerung, Dalí",Bewegung,Renaissance,"Periode der Kunstgeschichte, die durch die Rückkehr zu antiken Modellen und die Erfindung der geometrischen Perspektive geprägt ist."
Die griechische Tragödie und das antike Theater,Konzept,Katharsis,"Von Aristoteles theoretisiertes Konzept, das die Reinigung der Leidenschaften (Furcht, Mitleid) beim Zuschauer während einer tragischen Aufführung bezeichnet."
Die griechische Tragödie und das antike Theater,Bewegung,Satyrn,"Mythologische Kreaturen, halb Mensch, halb Ziegenbock, Gefährten des Dionysos, als die sich die Schauspieler für die ersten theatralischen Riten verkleideten."
Die griechische Tragödie und das antike Theater,Andere,Heuchler,"Vom griechischen 'hypokritès', ein Begriff für den Schauspieler, der dem Chor 'antwortet'."
Die griechische Tragödie und das antike Theater,Institution,Choregie,"Private Steuer, mit der ein reicher Athener Bürger die Ausrüstung und das Training eines dramatischen Chors finanzierte."
Die griechische Tragödie und das antike Theater,Ort,Orchestra,"Zentraler kreisförmiger Raum des griechischen Theaters, in dem der Chor stand, um zu tanzen und zu singen."
Die griechische Tragödie und das antike Theater,Konzept,Hubris,"Maßloser Stolz oder die Hybris eines Helden, der die göttliche Ordnung herausfordert und so seinen Fall herbeiführt."
Die griechische Tragödie und das antike Theater,Konzept,Deus ex Machina,"Eine Theater-Technik, bei der eine Gottheit (mittels eines Krans) eingreift, um eine festgefahrene Handlung auf wunderbare Weise aufzulösen."
Das Theater von Shakespeare,Andere,Groundlings,"Die am wenigsten wohlhabenden Zuschauer des elisabethanischen Theaters, die für einen Penny die Vorstellung stehend im unter freiem Himmel liegenden Zuschauerraum (Parterre) besuchten."
Das Theater von Shakespeare,Werk,First Folio,"Die erste gedruckte Sammlung von Shakespeares Stücken, die 1623 von seinen Kollegen John Heminges und Henry Condell veröffentlicht wurde. Ohne diese wäre die Hälfte seines Werks verloren gegangen."
Pressefreiheit und Fotojournalismus,Ort,Tian’anmen,"Großer Platz im Zentrum von Peking, der 1989 Schauplatz einer von der chinesischen Armee brutal niedergeschlagenen studentischen Protest-Bewegung war."
Pressefreiheit und Fotojournalismus,Konzept,kollektives Gedächtnis,"Die Gesamtheit der von einer sozialen Gruppe oder einer Nation geteilten Erinnerungen, die sich oft um ikonische Bilder oder traumatische Ereignisse kristallisieren."
Kubrick: 2001: Odyssee im Weltraum,Institution,Zeiss,"Berühmter deutscher Hersteller von Hochpräzisionsoptiken. Seine Objektive wurden von Kubrick verwendet, um in 'Barry Lyndon' bei Kerzenlicht zu filmen."
Kubrick: 2001: Odyssee im Weltraum,Konzept,Slit-Scan,"Eine fotografische Spezialeffekt-Technik, die von Douglas Trumbull eingesetzt wurde, um die psychedelischen Lichtstreifen am Ende von 2001 zu erzeugen."
Kubrick: 2001: Odyssee im Weltraum,Institution,NASA,"Die US-Raumfahrtbehörde. Ihre Forschungen und Ingenieure dienten als Berater, um den technischen Realismus des Films 2001 zu gewährleisten."
Kubrick: 2001: Odyssee im Weltraum,Personage,Richard Strauss,"Deutscher Komponist (1864-1949), dessen symphonische Dichtung 'Also sprach Zarathustra' den Film in den Schlüsselmomenten der Evolution eröffnet."
Kubrick: 2001: Odyssee im Weltraum,Personage,Johann Strauss,"Österreichischer Komponist des 19. Jahrhunderts, Schöpfer von 'An der schönen blauen Donau', das von Kubrick verwendet wurde, um die Weltraumbaleite zu rhythmisieren."
"Die Geburt der griechischen Götter (Kronos, Zeus, Olymp)",Konzept,Adamant,"Legendäres Metall von unbezwingbarer Härte (manchmal mit Diamant oder Stahl assoziiert), das von den Göttern verwendet wurde, um Waffen zu schmieden, die in der Lage sind, unsterbliche Wesen zu verletzen."
"Die Geburt der griechischen Götter (Kronos, Zeus, Olymp)",Ort,Diktat,"Bergmassiv auf Kreta, das die Höhle beherbergt, in der Zeus der Überlieferung nach versteckt und aufgezogen wurde, um der Gefräßigkeit seines Vaters Kronos zu entkommen."
"Die Geburt der griechischen Götter (Kronos, Zeus, Olymp)",Personage,Kureten,"Niedere Gottheiten, die den kindlichen Zeus schützten, indem sie mit ihren Schilden und Speeren Lärm machten, um seine Schreie vor dem Ohr von Kronos zu verbergen."
Prometheus: Der Feuerbringer,Andere,Ferula,"Mediterrane Pflanze mit hohem Stängel, deren Mark im getrockneten Zustand langsam brennt, ohne die Rinde zu verzehren, was erklärt, wie Prometheus das Feuer transportieren konnte."
Prometheus: Der Feuerbringer,Personage,Gaston Bachelard,"Französischer Philosoph, der den 'Prometheus-Komplex' als den Willen zu wissen und seine Meister durch wissenschaftliche Neugier zu übertreffen analysierte."
Prometheus: Der Feuerbringer,Personage,Aischylos,"Einer der drei großen griechischen Tragiker, Autor einer dem Titanen gewidmeten Trilogie, von der 'Der gefesselte Prometheus' der einzige erhaltene Teil ist."
Prometheus: Der Feuerbringer,Ort,Mekone,"Mythischer Ort, an dem die Teilung eines Ochsen zwischen Göttern und Menschen stattfand, der Ausgangspunkt des Zwists zwischen Zeus und Prometheus."
Pandora und die Büchse,Personage,Prometheus,"Titan, der die Menschen aus Lehm erschuf und das Feuer von den Göttern stahl, um es ihnen zu schenken, was den Zorn von Zeus erregte."
Pandora und die Büchse,Personage,Erasmus von Rotterdam,"Humanist der Renaissance, dessen Übersetzungsfehler aus dem Griechischen ins Lateinische der Ursprung der Bezeichnung 'Büchse der Pandora' ist."
Pandora und die Büchse,Konzept,Misogynie,"Verachtung oder Feindseligkeit gegenüber Frauen, in diesem Mythos oft durch die Erschaffung Pandoras als Bestrafung illustriert."
Demeter und Persephone (die Jahreszeiten),Ort,Telesterion,"Die große Versammlungshalle von Eleusis, in der die höchste Einweihung während der Mysterien stattfand."
Demeter und Persephone (die Jahreszeiten),Konzept,Biozönose,"Gesamtheit der lebenden Wesen, die in einem definierten Raum koexistieren; hier verwendet, um die Interdependenz der göttlichen und biologischen Welt zu illustrieren."
Orpheus und Eurydike,Personage,Vergil,"Lateinischer Dichter des 1. Jahrhunderts v. Chr., Autor der 'Georgica', in der er eine der berühmtesten und melancholischsten Versionen des Orpheus-Mythos liefert."
Orpheus und Eurydike,Personage,Ovid,"Lateinischer Dichter und Autor der 'Metamorphosen', ein monumentales Werk, das griechische und römische Mythen zusammenstellt, darunter jenen von Orpheus."
Orpheus und Eurydike,Personage,Jason,"Griechischer Held, Anführer der Expedition der Argonauten, die mit Hilfe von Orpheus auf der Suche nach dem Goldenen Vlies aufbrachen."
Orpheus und Eurydike,Personage,Aristaios,"Sohn von Apollon und Jäger, dessen Begehren für Eurydike indirekt den Tod der jungen Frau verursachte, während sie vor ihm floh."
Orpheus und Eurydike,Ort,Styx,"Einer der Flüsse der Unterwelt, der die Welt der Lebenden von jener der Toten trennt und vom Fährmann Charon überquert wird."
Orpheus und Eurydike,Andere,Zerberus,"Monströser dreiköpfiger Hund, der den Eingang zur Unterwelt bewacht, um die Toten am Verlassen und die Lebenden am Eintreten zu hindern."
Orpheus und Eurydike,Personage,Charon,"Der Fährmann der Unterwelt, der damit beauftragt ist, die Seelen der Verstorbenen gegen einen Obolus auf seinem Boot zu transportieren."
Orpheus und Eurydike,Andere,Erinyen,"Verfolgende Gottheiten, die Verbrechen bestrafen, insbesondere Parrizide, und für ihre Unbeugsamkeit bekannt sind."
Orpheus und Eurydike,Andere,Maenaden,"Frauen, die zum Gefolge des Dionysos gehören und sich Ritualen der Trance und des wilden Zorns widmen."
Orpheus und Eurydike,Ort,Hebros,"Fluss in Thrakien (heutiges Bulgarien/Griechenland), in den das Haupt des Orpheus geworfen wurde, nachdem er von den Maenaden zerstückelt worden war."
Orpheus und Eurydike,Personage,Maurice Blanchot,"Französischer Schriftsteller und Philosoph des 20. Jahrhunderts, dessen Essay 'Der Blick des Orpheus' die Verbindung zwischen dem Mythos und dem literarischen Schaffen analysiert."
Orpheus und Eurydike,Personage,Jean Cocteau,"Vielseitiger französischer Künstler, der den Mythos von Orpheus in einer berühmten Filmtrilogie neu interpretiert hat."
Narziss und Echo,Personage,Ovid,"Lateinischer Dichter des 1. Jahrhunderts v. Chr., Autor der 'Metamorphosen', dem Hauptwerk, das den Mythos von Narziss und Echo der Nachwelt überliefert hat."
Narziss und Echo,Werk,Metamorphosen,"Episches Gedicht von Ovid, das die Geschichte der Welt durch die Verwandlungen der Götter und Sterblichen der Mythologie erzählt."
Narziss und Echo,Konzept,Oreaden,"Art von Nymphe, die an Berge und Höhlen gebunden ist und zu denen Echo gehörte."
Narziss und Echo,Personage,Nemesis,"Göttin des gerechten Zorns und der göttlichen Rache, beauftragt, den übermäßigen Stolz (die Hybris) der Sterblichen zu bestrafen."
Narziss und Echo,Konzept,Najaden,"Wassernymphen, die in Quellen, Brunnen und Flüssen leben."
Narziss und Echo,Konzept,Dryaden,Baum- und Waldnymphen in der griechischen Mythologie.
Sisyphos: ewige Bestrafung,Personage,Homer,"Legendärer Dichter des antiken Griechenlands, mutmaßlicher Autor der Ilias und der Odyssee, der Sisyphos als Musterbeispiel für List zitiert."
Sisyphos: ewige Bestrafung,Personage,Asopos,"Flussgott der griechischen Mythologie, dessen Tochter Ägina von Zeus entführt wurde."
Sisyphos: ewige Bestrafung,Personage,Hades,"Griechischer Gott, der dem Totenreich (der Unterwelt) vorsteht, und Ehemann von Persephone."
Sisyphos: ewige Bestrafung,Konzept,absurder Held,"Camus’sches Konzept, das ein Individuum bezeichnet, das im vollen Bewusstsein der Sinnlosigkeit des Daseins handelt und lebt."
Sisyphos: ewige Bestrafung,Personage,Prometheus,"Titan, der von Zeus dafür bestraft wurde, das heilige Feuer gestohlen zu haben, um es den Menschen zu geben."
Tantalos und seine Qualen,Personage,Persephone,"Tochter von Demeter und Königin der Unterwelt, deren Entführung durch Hades ihrer Mutter einen solchen Schmerz zufügte, dass diese beim Bankett von Tantalos ihre Wachsamkeit verlor."
Tantalos und seine Qualen,Ort,Tartaros,"Die tiefste Region der griechischen Unterwelt, die als Gefängnis für Seelen dient, die außergewöhnliche Verbrechen begangen oder die Götter herausgefordert haben."
Tantalos und seine Qualen,Andere,Elfenbein,"Harte, weiße Substanz aus Elefantenstoßzähnen; im Mythos diente sie dazu, die Ersatzschulter von Pelops herzustellen, nachdem Demeter einen Teil davon gegessen hatte."
