Nom du cours,Classification,Terme,Explication
"Crime e Castigo, Dostoiévski",Conceito,Psicologia judiciária,"Método de investigação utilizado pela personagem de Porfiri Petrovitch, consistindo em analisar as reações nervosas e mentais do suspeito em vez das provas materiais."
"Crime e Castigo, Dostoiévski",Outro,Ressurreição de Lázaro,"Episódio do Evangelho segundo João onde Jesus traz Lázaro de volta à vida, símbolo central da renovação espiritual de Raskolnikov no romance."
"O Processo, Kafka",Lugar,Império Austro-Húngaro,Entidade política multicultural da Europa Central dirigida pelos Habsburgos de 1867 até à sua dissolução em 1918 após a Primeira Guerra Mundial.
"O Processo, Kafka",Obra,Parábola diante da Lei,"Episódio-chave situado no fim de O Processo, contado por um padre a Josef K., ilustrando a impenetrabilidade da Lei e a impotência humana."
"Dom Quixote, Cervantes",Personagem,James Joyce,"Escritor irlandês de destaque do século XX, autor de Ulisses, cuja estrutura narrativa complexa e a exploração da psicologia humana são herdeiras diretas das inovações estruturais instauradas por Cervantes."
"As Vinhas da Ira, Steinbeck",Lugar,Hoovervilles,"Nome dado às favelas construídas pelos sem-abrigo nos Estados Unidos durante a Grande Depressão, em referência irónica ao presidente Herbert Hoover, julgado responsável pela crise."
"O Sol é para Todos, Harper Lee",Conceito,salvador branco,"Trope narrativo onde uma personagem branca vem em socorro de indivíduos não brancos numa situação desesperada, frequentemente utilizado para criticar o ponto de vista centrado nos brancos nas narrativas de luta racial."
"O Sol é para Todos, Harper Lee",Obra,"Vá, coloca uma sentinela","Segundo romance de Harper Lee publicado em 2015. Escrito antes de 'To Kill a Mockingbird', apresenta uma versão mais velha e mais ambígua de Atticus Finch."
"O Sol é para Todos, Harper Lee",Personagem,Gregory Peck,Ator americano que venceu o Oscar de melhor ator em 1963 pela sua interpretação emblemática de Atticus Finch no cinema.
"O Grande Gatsby, Fitzgerald",Conceito,Deus ausente,"Tema recorrente no romance ligado ao painel publicitário de T.J. Eckleburg, sugerindo um mundo moderno onde a espiritualidade foi substituída pelo comércio e onde a moral subsiste apenas sob a forma de simulacros."
"O Senhor dos Anéis, Tolkien",Movimento,Alta Fantasia,"Subgénero da fantasia que se desenrola num mundo totalmente imaginário, envolvendo questões épicas de luta entre o bem e o mal e uma forte coerência mitológica."
"O Senhor dos Anéis, Tolkien",Outro,inglês antigo,"Também chamado de anglo-saxão, trata-se da forma antiga da língua inglesa falada entre o século V e o XI, da qual Tolkien era um especialista mundial."
"O Senhor dos Anéis, Tolkien",Conceito,Maia,"Na mitologia de Tolkien, espíritos divinos de categoria inferior aos Valar (os deuses). Sauron e Gandalf são Maiar."
"O Senhor dos Anéis, Tolkien",Lugar,Gondor,"O principal reino dos Homens ao sul da Terra Média, bastião da resistência contra Sauron."
"O Senhor dos Anéis, Tolkien",Instituição,Inklings,"Círculo literário informal reunido em Oxford em volta de Tolkien e C.S. Lewis, onde os membros liam as suas obras em curso de redação."
"Fahrenheit 451, Bradbury",Obra,1984,Romance de George Orwell (1949) descrevendo uma ditadura totalitária baseada na vigilância e na repressão direta do pensamento pelo Estado.
"Fahrenheit 451, Bradbury",Conceito,consumo de massa,Modelo económico e social que surgiu no século XX caracterizado por uma padronização de produtos e um estímulo permanente ao desejo de compra nos cidadãos.
"Cem Anos de Solidão, García Márquez",Obra,Cem Anos de Solidão,"Romance de Gabriel García Márquez publicado em 1967, considerado um dos cumes da literatura mundial do século XX."
"Cem Anos de Solidão, García Márquez",Outro,Sânscrito,Língua clássica da Índia antiga utilizada por Melquíades no romance para codificar as profecias sobre a família Buendía.
"Cem Anos de Solidão, García Márquez",Personagem,Mario Vargas Llosa,"Escritor peruano, figura central do Boom da literatura latino-americana e amigo (depois rival) de García Márquez."
"A Metamorfose, Kafka",Obra,A Metamorfose,Novela maior da literatura mundial (1915) relatando a transformação repentina de Gregor Samsa num inseto.
"A Metamorfose, Kafka",Personagem,Max Brod,"Amigo próximo e executor testamentário de Kafka que, contrariamente aos seus desejos, publicou os seus manuscritos a título póstumo."
"A Metamorfose, Kafka",Conceito,kafkiana,"Adjetivo que designa uma situação absurda, opressiva e ilógica, típica do universo burocrático e angustiante descrito pelo autor."
"A Metamorfose, Kafka",Outro,pensionistas,Indivíduos que alugam um quarto e fazem as suas refeições numa casa particular; a sua presença na casa dos Samsa acelera a exclusão de Gregor.
"Moby Dick, Melville",Movimento,Literatura americana,"Conjunto das obras literárias produzidas nos Estados Unidos, marcada no século XIX pela emergência de uma voz nacional distinta da Europa."
"Moby Dick, Melville",Lugar,Marquesas,"Arquipélago da Polinésia Francesa onde Melville permaneceu em 1842 após ter desertado o seu baleeiro, experiência que inspirou os seus primeiros romances."
"Moby Dick, Melville",Obra,Typee,"Primeiro romance de Melville (1846), relato semibiográfico das suas aventuras entre uma tribo canibal, que foi o seu maior sucesso em vida."
"Moby Dick, Melville",Conceito,Cânone literário,"Conjunto das obras consideradas como fundamentais, exemplares e dignas de serem ensinadas numa determinada cultura."
"Moby Dick, Melville",Lugar,New Bedford,Cidade costeira de Massachusetts que foi a capital mundial da indústria baleeira em meados do século XIX.
"Moby Dick, Melville",Personagem,Queequeg,"Arpoador polinésio tatuado do Pequod, amigo fiel de Ismael, representando a nobreza selvagem e a sabedoria pré-cristã."
"Moby Dick, Melville",Personagem,Starbuck,"Primeiro imediato do Pequod, quaker pragmático e corajoso que se opõe à loucura vingativa de Ahab em nome do bom senso."
"Moby Dick, Melville",Personagem,Stubb,"Segundo oficial do Pequod, caracterizado pelo seu flegma jovial e pelo seu cachimbo, enfrentando os perigos do mar com indiferença."
"Moby Dick, Melville",Personagem,Flask,"Terceiro oficial do Pequod, apelidado de 'King-Post', que vê na baleia uma simples presa a ser abatida sem qualquer sentimento."
"Moby Dick, Melville",Outro,Cetologia,"Ramo da zoologia que estuda os cetáceos (baleias, cachalotes, golfinhos)."
"Moby Dick, Melville",Outro,Cachalote,"Grande mamífero marinho com dentes, caçado no século XIX pelo seu óleo e pelo espermacete alojado na sua cabeça."
"Moby Dick, Melville",Outro,Espermacete,"Substância cerosa alojada na cabeça do cachalote, utilizada para fabricar velas de alta qualidade."
"Moby Dick, Melville",Conceito,Leviatã,"Monstro marinho da mitologia bíblica, frequentemente utilizado para designar uma criatura ou uma estrutura de uma potência colossal e terrível."
"Moby Dick, Melville",Conceito,Malignidade,"Propensão para fazer o mal, maldade deliberada. No romance, Ahab projeta esta intenção no animal."
"O Pequeno Príncipe, Saint-Exupéry",Lugar,Nova York,"Cidade de exílio de Saint-Exupéry entre 1940 e 1943, onde ele escreveu O Pequeno Príncipe."
"O Pequeno Príncipe, Saint-Exupéry",Lugar,Long Island,Ilha próxima a Nova York onde Saint-Exupéry residia durante a redação do conto.
"O Pequeno Príncipe, Saint-Exupéry",Instituição,Reynal & Hitchcock,Editora americana que publicou a primeiríssima edição do Pequeno Príncipe em 1943.
"O Pequeno Príncipe, Saint-Exupéry",Outro,Lockheed P-38 Lightning,Modelo de avião de reconhecimento bimotor pilotado por Saint-Exupéry durante sua última missão.
"O Pequeno Príncipe, Saint-Exupéry",Outro,baobás,"Árvores gigantes que, no conto, simbolizam os perigos ou os maus pensamentos que devem ser extirpados assim que aparecem."
"O Pequeno Príncipe, Saint-Exupéry",Lugar,B-612,Nome dado a um asteroide real em homenagem ao asteroide B-612 do Pequeno Príncipe.
"O Pequeno Príncipe, Saint-Exupéry",Instituição,Aéropostale,Companhia aérea francesa de transporte de correio onde trabalhou Saint-Exupéry.
"O Alquimista, Paulo Coelho",Obra,O Alquimista,"Romance de Paulo Coelho publicado em 1988, narrando a busca iniciática de um pastor chamado Santiago."
"O Alquimista, Paulo Coelho",Personagem,Raul Seixas,Famoso roqueiro brasileiro dos anos 1970 com quem Paulo Coelho colaborou como letrista.
"O Alquimista, Paulo Coelho",Lugar,Santiago de Compostela,"Famosa peregrinação católica que Coelho percorreu, inspirando seu renascimento espiritual e sua escrita."
"O Alquimista, Paulo Coelho",Instituição,Rocco,Importante editora brasileira que assumiu a publicação de O Alquimista e o tornou um sucesso.
"O Alquimista, Paulo Coelho",Conceito,cultura mainstream,Corrente cultural dominante que se dirige ao grande público e beneficia de uma difusão em massa.
"O Alquimista, Paulo Coelho",Lugar,Tânger,Cidade portuária de Marrocos onde Santiago desembarca no início da sua jornada africana.
"O Alquimista, Paulo Coelho",Lugar,Saara,"O maior deserto quente do mundo, que Santiago deve atravessar para chegar ao Egito."
"O Alquimista, Paulo Coelho",Conceito,Maktub,"Expressão árabe que significa 'estava escrito', sublinhando a convicção de que certos eventos são predestinados."
"O Alquimista, Paulo Coelho",Movimento,desenvolvimento pessoal,Corrente de pensamento e de literatura que visa a melhoria da qualidade de vida e a realização do seu potencial.
"A Poética, Aristóteles",Personagem,Abū Bis̲hr Mattā,Filósofo cristão tradutor do século X que permitiu a transmissão da Poética no mundo árabe.
"A Poética, Aristóteles",Personagem,Averróis,Filósofo e teólogo andaluz do século XII cujos comentários sobre Aristóteles influenciaram fortemente a Europa medieval.
"A Poética, Aristóteles",Lugar,teatro de Epidauro,"Um dos teatros mais bem conservados da Grécia Antiga, reputado pela sua acústica excecional."
"O Pai Goriot, Balzac",Conceito,Mundo,"Termo balzaquiano que designa a alta sociedade, a elite parisiense (aristocracia e grande burguesia) com os seus códigos impiedosos, os seus salões e a sua preocupação permanente com as aparências."
"O Mestre e Margarida, Bulgákov",Instituição,NKVD,"Polícia política da URSS sob Estaline, antepassada do KGB, responsável pela repressão e pela vigilância dos cidadãos."
"O Mestre e Margarida, Bulgákov",Movimento,Samizdat,"Sistema de difusão clandestina de escritos proibidos pelo poder soviético, reproduzidos à mão ou à máquina de escrever."
"O Mestre e Margarida, Bulgákov",Movimento,Realismo socialista,Doutrina artística oficial da URSS que exigia que a arte estivesse ao serviço do partido e representasse a realidade sob uma perspectiva heróica e pró-comunista.
"Hamlet, Shakespeare",Obra,"Hamlet, Príncipe da Dinamarca","Tragédia de William Shakespeare publicada por volta de 1603, considerada um dos auges da literatura mundial pela sua profundidade psicológica."
"Hamlet, Shakespeare",Lugar,Wittenberg,"Cidade alemã célebre pela sua universidade onde se supõe que Hamlet tenha estudado, lugar altamente simbólico por ser o berço da Reforma Protestante."
"Hamlet, Shakespeare",Conceito,lei de talião,"Princípio de justiça punitiva que consiste em infligir ao culpado o mesmo dano que ele causou (olho por olho, dente por dente)."
"Hamlet, Shakespeare",Conceito,complexo de Édipo,"Conceito psicanalítico teorizado por Freud, frequentemente aplicado a Hamlet para explicar a sua relação conturbada com Gertrudes e a sua hesitação em matar Cláudio."
"As Flores do Mal, Baudelaire",Movimento,Romantismo,"Movimento literário e artístico do início do século XIX que privilegia a expressão dos sentimentos, o lirismo e a relação com a natureza, do qual Baudelaire se distanciou pela sua recusa da idealização."
